_id,item_name,image_src,ratings,content_text,customer_name,review_count
6631aa1767ac88171f5a9e15,투명우산 - Smile We Love,https://wigglewiggle20.cafe24.com/web/product/tiny/202302/936b5e6539210594f9a04530a88913c3.jpg,4.9,3번째 구매입니다 돔모양으로 2번 구매후 주문합니다 예뻐요 (2023-07-17 21:41:35 에 등록된 네이버 페이 구매평),네이버 페이 구매자,650
6631aa1767ac88171f5a9e16,리유저블 쇼퍼백(S/M/L) - Hound Tooth Check,https://wiggle-wiggle.com/web/product/small/202401/0ad1cce94c4b9d6c75ac6ec87ccc986d.jpg,4.9,생각보다 사이즈가 많이 큰데 올여름 정말 잘쓰겠어요 굿굿. (2023-07-17 21:32:04 에 등록된 네이버 페이 구매평),네이버 페이 구매자,799
6631aa1767ac88171f5a9e17,실리콘참(S) - 6종 SET,https://wiggle-wiggle.com/web/product/small/202302/4af024526893b6d81ef2247b4351b9ea.jpg,4.8,있는데~또삿네요 알록달록 통통하니이뻐요 (2023-07-17 20:40:58 에 등록된 네이버 페이 구매평),네이버 페이 구매자,316
6631aa1767ac88171f5a9e18,[주문제작] 투명케이스 - Sticker Pack,https://wiggle-wiggle.com/web/product/small/202302/fc79a192f87506bcae75980c47891f79.jpg,4.9,문안하게 귀엽게 쓸수 있어요 (2023-07-17 18:39:06 에 등록된 네이버 페이 구매평),네이버 페이 구매자,208
6631aa1767ac88171f5a9e19,쿠션담요 - Teddy Bear,https://wiggle-wiggle.com/web/product/small/202302/5e6a62b60b9368d3363027d33eb045e0.jpg,5.0,너무 귀엽고 귀여워요 하나 더 쟁일까봐요 ㅎㅎㅎ (2023-07-17 15:28:02 에 등록된 네이버 페이 구매평),네이버 페이 구매자,461
6631aa1767ac88171f5a9e1a,빅그립톡 - Smile We Love,https://wiggle-wiggle.com/web/product/small/202302/c3200d4396cf33d4d10a83d9a6980485.jpg,4.9,너무 이뻐요! (2023-07-17 13:32:31 에 등록된 네이버 페이 구매평),네이버 페이 구매자,302
6631aa1b67ac88171f5a9e1b,빅마그넷 클립 세트,https://cafe24img.poxo.com/wigglewiggle20/web/product/tiny/202302/da3608b7af2add2d889ff1d4e35d6dd9.jpg,5.0,마그넷을 모으다 요기까지 왔습니다~ (2023-07-17 13:22:59 에 등록된 네이버 페이 구매평),네이버 페이 구매자,287
6631aa1b67ac88171f5a9e1c,소프트키링 - Smile We Love,https://wigglewiggle20.cafe24.com/web/product/tiny/202108/f2bc621fb9cfc3ad91b23f565d29bc0f.jpg,4.9,포인트 키링으로 이뻐욤 (2023-07-17 13:30:01 에 등록된 네이버 페이 구매평),네이버 페이 구매자,499
6631aa1b67ac88171f5a9e1d,빅 소프트 키링 - Smile We Love,https://wigglewiggle20.cafe24.com/web/product/tiny/202206/00a1b1e119aea29e0c9829cd4ac04d4b.jpg,4.9,포인트 키링으로 이뻐욤 (2023-07-17 13:28:47 에 등록된 네이버 페이 구매평),네이버 페이 구매자,247
6631aa1b67ac88171f5a9e1e,발매트 - Smile Rainbow,https://wiggle-wiggle.com/web/product/small/202212/2e0c4a06a7c85f46eb223341d1f8c919.jpg,4.9,너무이뻐요 상큼합니다 (2023-07-17 12:33:48 에 등록된 네이버 페이 구매평),네이버 페이 구매자,783
6631aa1b67ac88171f5a9e1f,라운지 로브 - Smile Cherry Argyle,https://wiggle-wiggle.com/web/product/small/202210/8821c16e95efc49907e4604fc3bf0077.jpg,4.9,무겁기는 하나 너무 예쁘고 포근한 느낌이 좋습니다♥️ (2023-07-17 10:18:08 에 등록된 네이버 페이 구매평),네이버 페이 구매자,337
6631aa1b67ac88171f5a9e20,스트랩 텀블러 - Smile We Love,https://wiggle-wiggle.com/web/product/small/202209/85c3ab221c31895c90cd1a172fd50573.jpg,5.0,사이즈며 디자인이며 너무 좋은 보냉병~♥스트랩있어서 더욱 가지고 다니기 좋아요~ (2023-07-17 08:53:35 에 등록된 네이버 페이 구매평),네이버 페이 구매자,515
6631aa1c67ac88171f5a9e21,키즈 우산 - Cotton Candy,https://wigglewiggle20.cafe24.com/web/product/tiny/202403/5f5ddb7828bb5e1efcf06ca5eca49426.jpg,4.9,색감부터 너어무 이쁩니다. 7세딸이 너무 좋아해요. 첨에는 우산펴고 닫는걸 어려워하기도 했지만 곧 잘. 하더라고요.크기도 찰떡입니다.,태린**,279
6631aa1c67ac88171f5a9e22,리유저블 파티컵 세트 - Smile We Love,https://wiggle-wiggle.com/web/product/small/202310/a92b7aa65366136ce5745c4d915334b4.jpg,4.9,넘 이뻐요,김**,916
